"lemma","Freq","NormFreq"
"adiungo",29,1.00523066577467
"adiuro",2,0.0693262528120461
"adiutor",14,0.485283769684323
"adiutorium",2,0.0693262528120461
"adiutrix",4,0.138652505624092
"adiutus",1,0.0346631264060231
"adiuuo",37,1.28253567702285
"adminiculum",3,0.103989379218069
"administer",3,0.103989379218069
"administra",1,0.0346631264060231
"administratio",1,0.0346631264060231
"administro",32,1.10922004499274
"admirabilis",17,0.589273148902392
"admirabiliter",1,0.0346631264060231
"admirandus",2,0.0693262528120461
"admiratio",20,0.693262528120461
"admirator",2,0.0693262528120461
"admiror",31,1.07455691858671
"admisceo",3,0.103989379218069
"admissum",1,0.0346631264060231
"admitto",28,0.970567539368646
"admixtio",1,0.0346631264060231
"admodum",23,0.79725190733853
"admoneo",39,1.3518619298349
"admonitio",2,0.0693262528120461
"admonitus",2,0.0693262528120461
"admoueo",20,0.693262528120461
"admurmuratio",2,0.0693262528120461
"admurmuro",1,0.0346631264060231
"adnato",2,0.0693262528120461
"adnecto",1,0.0346631264060231
"adnitor",3,0.103989379218069
"adno",1,0.0346631264060231
"adnoto",2,0.0693262528120461
"adnuntio",1,0.0346631264060231
"adnuo",5,0.173315632030115
"adoleo",2,0.0693262528120461
"adolescens",109,3.77828077825651
"adolescens2",1,0.0346631264060231
"adolesco",5,0.173315632030115
"adolesco2",1,0.0346631264060231
"adoperio",1,0.0346631264060231
"adoptio",7,0.242641884842161
"adoptiuus",1,0.0346631264060231
"adopto",8,0.277305011248185
"adorior",13,0.4506206432783
"adorno",3,0.103989379218069
"adoro",5,0.173315632030115
"adparatus",3,0.103989379218069
"adpetens",5,0.173315632030115
"adpositus",2,0.0693262528120461
"adrogans",3,0.103989379218069
"adsidue",6,0.207978758436138
"adstrictus",1,0.0346631264060231
"adsuetus",1,0.0346631264060231
"adsum",123,4.26356454794084
"adtonitus",4,0.138652505624092
"adtritus",1,0.0346631264060231
"aduatici",6,0.207978758436138
"Aduatuca",3,0.103989379218069
"adueho",1,0.0346631264060231
"aduena",3,0.103989379218069
"aduenio",7,0.242641884842161
"aduenticius",5,0.173315632030115
"aduento",8,0.277305011248185
"aduentus",76,2.63439760685775
"aduerro",1,0.0346631264060231
"aduersarius",18,0.623936275308415
"aduersarius2",3,0.103989379218069
"aduersor",7,0.242641884842161
"aduersum",11,0.381294390466254
"aduersus",44,1.52517756186501
"aduersus2",38,1.31719880342888
"aduersus3",1,0.0346631264060231
"aduerto",6,0.207978758436138
"aduesperascit",1,0.0346631264060231
"adulatio",3,0.103989379218069
"adulator",1,0.0346631264060231
"adulescentia",56,1.94113507873729
"adulescentulus",14,0.485283769684323
"adulor",1,0.0346631264060231
"adulter",12,0.415957516872277
"adulter2",2,0.0693262528120461
"adulterium",8,0.277305011248185
"adultero",1,0.0346631264060231
"adultus",3,0.103989379218069
"adumbratus",2,0.0693262528120461
"aduncus",4,0.138652505624092
"aduocatio",1,0.0346631264060231
"aduocatus",6,0.207978758436138
"aduoco",13,0.4506206432783
"aduolo",13,0.4506206432783
"adurgeo",1,0.0346631264060231
"aduro",1,0.0346631264060231
"adytum",1,0.0346631264060231
"Aeacides",1,0.0346631264060231
"Aeas",1,0.0346631264060231
"aedes",38,1.31719880342888
"aedicula",1,0.0346631264060231
"aedificatio",1,0.0346631264060231
"aedificium",23,0.79725190733853
"aedifico",19,0.658599401714438
"aedilis",3,0.103989379218069
"aedilitas",6,0.207978758436138
"aeditumus",1,0.0346631264060231
"aedituus",1,0.0346631264060231
"aedon",1,0.0346631264060231
"aedui",1,0.0346631264060231
"Aegaeum",1,0.0346631264060231
"aegaeus",1,0.0346631264060231
"aeger",24,0.831915033744554
"aeger2",8,0.277305011248185
"aegis",2,0.0693262528120461
"Aegisthus",6,0.207978758436138
"aegre",13,0.4506206432783
"aegritudo",1,0.0346631264060231
"aegroto",4,0.138652505624092
"aegrotus",2,0.0693262528120461
"Aegyptus",7,0.242641884842161
"aelius",2,0.0693262528120461
"Aelius",1,0.0346631264060231
"Aemilianus",1,0.0346631264060231
"Aemilius",9,0.311968137654208
"aemula",2,0.0693262528120461
"aemulatio",2,0.0693262528120461
"aemulator",3,0.103989379218069
"aemulus",2,0.0693262528120461
"Aeneadae",2,0.0693262528120461
"Aeneas",31,1.07455691858671
"aeneum",1,0.0346631264060231
"aeneus",12,0.415957516872277
"Aeolia",1,0.0346631264060231
"aeolius",1,0.0346631264060231
"Aeolus",5,0.173315632030115
"aequabilis",3,0.103989379218069
"aequabiliter",2,0.0693262528120461
"aequaeuus",1,0.0346631264060231
"aequalis",24,0.831915033744554
"aequalitas",5,0.173315632030115
"aequaliter",4,0.138652505624092
"aeque",27,0.935904412962623
"aequinoctium",1,0.0346631264060231
"aequitas",23,0.79725190733853
"aequo",11,0.381294390466254
"aequor",27,0.935904412962623
"aequoreus",1,0.0346631264060231
"aequum",8,0.277305011248185
"aequus",71,2.46108197482764
"aer",7,0.242641884842161
"aeramentum",1,0.0346631264060231
"aeraria",1,0.0346631264060231
"aerarium",10,0.346631264060231
"aerarius",3,0.103989379218069
"aerarius2",1,0.0346631264060231
"aeratus",2,0.0693262528120461
"aereus",2,0.0693262528120461
"aerius",1,0.0346631264060231
"aerugo",1,0.0346631264060231
"aerumna",10,0.346631264060231
"aerumnosus",2,0.0693262528120461
"aes",59,2.04512445795536
"Aeschrion",1,0.0346631264060231
"Aeschylus",1,0.0346631264060231
"Aesculapius",1,0.0346631264060231
"aesculetum",1,0.0346631264060231
"aesculeus",1,0.0346631264060231
"Aeserninus",1,0.0346631264060231
"Aesopus",15,0.519946896090346
"aestas",19,0.658599401714438
"aestifer",1,0.0346631264060231
"aestimatio",5,0.173315632030115
"aestimo",41,1.42118818264695
"aestiua",2,0.0693262528120461
"aestiuus",6,0.207978758436138
"aestuarium",2,0.0693262528120461
"aestuo",6,0.207978758436138
"aestuosus",3,0.103989379218069
"aestus",26,0.9012412865566
"aetas",203,7.03661466042268
"aeternitas",4,0.138652505624092
"aeternus",30,1.03989379218069
"aether",13,0.4506206432783
"aetherius",5,0.173315632030115
"aethiopus",1,0.0346631264060231
"Aetna",3,0.103989379218069
"aetnenses",1,0.0346631264060231
"aetoli",3,0.103989379218069
"Aetolia",1,0.0346631264060231
"aeuum",14,0.485283769684323
"afer",1,0.0346631264060231
"affatim",2,0.0693262528120461
"affecto",1,0.0346631264060231
"affectus",17,0.589273148902392
"affero",176,6.10071024746006
"afficio",41,1.42118818264695
"affigo",2,0.0693262528120461
"affingo",3,0.103989379218069
"affinis",4,0.138652505624092
"affinitas",3,0.103989379218069
"affirmatio",1,0.0346631264060231
"affirmo",13,0.4506206432783
"afflatus",3,0.103989379218069
"afflictatio",1,0.0346631264060231
"afflicto",5,0.173315632030115
"affligo",36,1.24787255061683
"afflo",4,0.138652505624092
"affluo",1,0.0346631264060231
"affor",5,0.173315632030115
"affrico",1,0.0346631264060231
"affundo",3,0.103989379218069
"Afranius",2,0.0693262528120461
"Africa",34,1.17854629780478
"africanus",3,0.103989379218069
"Africanus",41,1.42118818264695
"Africus",4,0.138652505624092
"Agamemnon",8,0.277305011248185
"agamemnonius",1,0.0346631264060231
"Agathocles",1,0.0346631264060231
"Agaue",2,0.0693262528120461
"Agedincum",1,0.0346631264060231
"agellus",1,0.0346631264060231
"Agenor",2,0.0693262528120461
"ager",142,4.92216394965528
"Ager",7,0.242641884842161
"agger",11,0.381294390466254
"aggero",2,0.0693262528120461
"aggrauo",1,0.0346631264060231
"aggredior",22,0.762588780932507
"aggrego",4,0.138652505624092
"agilis",4,0.138652505624092
"agilitas",3,0.103989379218069
"agitatio",3,0.103989379218069
"agitator",1,0.0346631264060231
"agite",18,0.623936275308415
"agito",39,1.3518619298349
"agmen",27,0.935904412962623
"agna",3,0.103989379218069
"agnosco",20,0.693262528120461
"agnus",8,0.277305011248185
"ago",517,17.9208363519139
"agrarii",3,0.103989379218069
"agrarius",9,0.311968137654208
"agrestis",14,0.485283769684323
"agricola",12,0.415957516872277
"agricultura",2,0.0693262528120461
"agrigentini",8,0.277305011248185
"agrigentinus",2,0.0693262528120461
"Agrigentum",8,0.277305011248185
"Agrippa",4,0.138652505624092
"agyrinenses",1,0.0346631264060231
"agyrinensis",1,0.0346631264060231
"Agyrium",1,0.0346631264060231
"Ahala",5,0.173315632030115
"Aiax",9,0.311968137654208
"aio",156,5.4074477193396
"ala",8,0.277305011248185
"alacer",14,0.485283769684323
"alacritas",6,0.207978758436138
"alapa",1,0.0346631264060231
"alarii",2,0.0693262528120461
"Alaudae",2,0.0693262528120461
"Alba",5,0.173315632030115
"albani",2,0.0693262528120461
"Albanum",5,0.173315632030115
"albanus",4,0.138652505624092
"albeo",2,0.0693262528120461
"albico",1,0.0346631264060231
"Albinouanus",1,0.0346631264060231
"albinus",1,0.0346631264060231
"albius",3,0.103989379218069
"Albunea",1,0.0346631264060231
"albus",10,0.346631264060231
"alces",1,0.0346631264060231
"Alcides",3,0.103989379218069
"alcyon",1,0.0346631264060231
"alcyoneum",1,0.0346631264060231
"alea",1,0.0346631264060231
"aleator",2,0.0693262528120461
"ales",9,0.311968137654208
"ales2",1,0.0346631264060231
"Aletes",1,0.0346631264060231
"Alexander",5,0.173315632030115
"Alexandrea",1,0.0346631264060231
"Alexandria",3,0.103989379218069
"Alexandrini",1,0.0346631264060231
"alexandrinus",3,0.103989379218069
"Alexis",2,0.0693262528120461
"alfenus",1,0.0346631264060231
"algeo",3,0.103989379218069
"Algidus",1,0.0346631264060231
"algor",1,0.0346631264060231
"alia",28,0.970567539368646
"alibi",2,0.0693262528120461
"alica",1,0.0346631264060231
"alicubi",1,0.0346631264060231
"alienatio",1,0.0346631264060231
"alienigena",2,0.0693262528120461
"alieno",8,0.277305011248185
"alienum",14,0.485283769684323
"alienus",146,5.06081645527937
"alienus2",9,0.311968137654208
"aliger",1,0.0346631264060231
"alimentum",8,0.277305011248185
"alioqui",13,0.4506206432783
"aliqua",3,0.103989379218069
"aliqua2",1,0.0346631264060231
"aliquamdiu",4,0.138652505624092
"aliquando",87,3.01569199732401
"aliquanto",13,0.4506206432783
"aliquantum",2,0.0693262528120461
"aliquantum2",2,0.0693262528120461
"aliquantus",2,0.0693262528120461
"aliquatenus",1,0.0346631264060231
"aliqui",3,0.103989379218069
"aliquis",556,19.2726982817488
"aliquot",20,0.693262528120461
"aliquotiens",1,0.0346631264060231
"aliter",53,1.83714569951922
"alium",1,0.0346631264060231
"aliunde",4,0.138652505624092
"alius",709,24.5761566218704
"allabor",1,0.0346631264060231
"allaboro",1,0.0346631264060231
"allecto",2,0.0693262528120461
"allegatio",1,0.0346631264060231
"allego",1,0.0346631264060231
"allego2",3,0.103989379218069
"alleuo",1,0.0346631264060231
"alliceo",1,0.0346631264060231
"allicio",5,0.173315632030115
"allido",1,0.0346631264060231
"alligo",15,0.519946896090346
"allino",2,0.0693262528120461
"Allobroges",35,1.21320942421081
"Allobrox",1,0.0346631264060231
"allocutio",1,0.0346631264060231
"alloquor",5,0.173315632030115
"alludo",2,0.0693262528120461
"alluo",2,0.0693262528120461
"almus",5,0.173315632030115
"alnus",1,0.0346631264060231
"alo",30,1.03989379218069
"Alpes",9,0.311968137654208
"Alpheus",2,0.0693262528120461
"Alpinus",1,0.0346631264060231
"Alsiense",1,0.0346631264060231
"alsus",1,0.0346631264060231
"altare",2,0.0693262528120461
"alte",14,0.485283769684323
"alter",284,9.84432789931055
"altercatio",3,0.103989379218069
"alternis",3,0.103989379218069
"alternus",12,0.415957516872277
"alteruter",3,0.103989379218069
"alticinctus",1,0.0346631264060231
"altisonus",1,0.0346631264060231
"altitudo",19,0.658599401714438
"altum",22,0.762588780932507
"altus",79,2.73838698607582
"alueolus",2,0.0693262528120461
"alueus",5,0.173315632030115
"alumnus",5,0.173315632030115
"aluntini",1,0.0346631264060231
"aluntinus",1,0.0346631264060231
"Aluntium",2,0.0693262528120461
"aluta",1,0.0346631264060231
"aluus",2,0.0693262528120461
"amabilis",5,0.173315632030115
"Amalthea",3,0.103989379218069
"Amaltheum",1,0.0346631264060231
"amans",3,0.103989379218069
"amans2",18,0.623936275308415
"amanter",5,0.173315632030115
"Amanus",4,0.138652505624092
"amaracus",1,0.0346631264060231
"amarus",5,0.173315632030115
"amator",7,0.242641884842161
"amatorium",1,0.0346631264060231
"Amazon",1,0.0346631264060231
"Amazonis",1,0.0346631264060231
"amazonius",1,0.0346631264060231
"ambactus",1,0.0346631264060231
"ambages",2,0.0693262528120461
"ambarri",2,0.0693262528120461
"ambiani",2,0.0693262528120461
"ambigo",1,0.0346631264060231
"ambiguitas",1,0.0346631264060231
"ambiguum",2,0.0693262528120461
"ambiguus",5,0.173315632030115
"ambiliati",1,0.0346631264060231
"ambio",5,0.173315632030115
"Ambiorix",16,0.554610022496369
"ambitio",28,0.970567539368646
"ambitiose",1,0.0346631264060231
"ambitiosus",11,0.381294390466254
"ambitus",22,0.762588780932507
"ambiuareti",1,0.0346631264060231
"ambiuius",1,0.0346631264060231
"ambo",18,0.623936275308415
"ambrosius",1,0.0346631264060231
"ambubaia",1,0.0346631264060231
"ambulatio",4,0.138652505624092
"ambulo",15,0.519946896090346
"amburo",5,0.173315632030115
"amece",3,0.103989379218069
"amen",2,0.0693262528120461
"amens",21,0.727925654526484
"amentia",20,0.693262528120461
"amica",13,0.4506206432783
"amicio",3,0.103989379218069
"amicitia",262,9.08173911837804
"amictus",3,0.103989379218069
"amicus",310,10.7455691858672
"amicus2",42,1.45585130905297
"amissio",2,0.0693262528120461
"Amisus",1,0.0346631264060231
"amitto",99,3.43164951419628
"amnis",13,0.4506206432783
"amo",126,4.36755392715891
"amoenitas",1,0.0346631264060231
"amoenus",7,0.242641884842161
"amolior",1,0.0346631264060231
"amor",118,4.09024891591072
"Amor",2,0.0693262528120461
"amoueo",7,0.242641884842161
"Amphion",1,0.0346631264060231
"amphionius",1,0.0346631264060231
"amphora",2,0.0693262528120461
"Amphrysus",1,0.0346631264060231
"ample",49,1.69849319389513
"amplector",8,0.277305011248185
"amplexor",2,0.0693262528120461
"amplexus",4,0.138652505624092
"amplifico",8,0.277305011248185
"amplio",1,0.0346631264060231
"amplitudo",14,0.485283769684323
"amplius",1,0.0346631264060231
"amplus",98,3.39698638779026
"amputatio",1,0.0346631264060231
"amputo",5,0.173315632030115
"Amycus",1,0.0346631264060231
"amystis",1,0.0346631264060231
"an",281,9.74033852009248
"an2",42,1.45585130905297
"Anacharsis",1,0.0346631264060231
"anagnostes",1,0.0346631264060231
"analecta",1,0.0346631264060231
"analogia",2,0.0693262528120461
"Anartes",1,0.0346631264060231
"anatocismus",2,0.0693262528120461
"anceps",11,0.381294390466254
"Ancharia",1,0.0346631264060231
"Anchises",1,0.0346631264060231
"ancilla",5,0.173315632030115
"Ancona",1,0.0346631264060231
"ancora",9,0.311968137654208
"Andecumborius",1,0.0346631264060231
"Andes",2,0.0693262528120461
"Andreas",3,0.103989379218069
"Andria",1,0.0346631264060231
"Andromacha",1,0.0346631264060231
"angelus",2,0.0693262528120461
"angiportum",1,0.0346631264060231
"angiportus",1,0.0346631264060231
"ango",15,0.519946896090346
"angor",2,0.0693262528120461
"anguipes",1,0.0346631264060231
"anguis",2,0.0693262528120461
"angulus",9,0.311968137654208
"anguste",2,0.0693262528120461
"angustia",10,0.346631264060231
"angusto",2,0.0693262528120461
"angustum",2,0.0693262528120461
"angustus",17,0.589273148902392
"anhelitus",3,0.103989379218069
"anhelo",2,0.0693262528120461
"anhelus",3,0.103989379218069
"anima",38,1.31719880342888
"animaduersio",2,0.0693262528120461
"animaduerto",38,1.31719880342888
"animal",53,1.83714569951922
"animalis",1,0.0346631264060231
"animans",2,0.0693262528120461
"animatus",1,0.0346631264060231
"animose",3,0.103989379218069
"animosus",7,0.242641884842161
"animus",709,24.5761566218704
"Anio",1,0.0346631264060231
"annalis",5,0.173315632030115
"annianus",1,0.0346631264060231
"anniuersarius",5,0.173315632030115
"Annius",11,0.381294390466254
"annona",5,0.173315632030115
"annosus",4,0.138652505624092
"annus",190,6.58599401714438
"annuum",2,0.0693262528120461
"annuus",6,0.207978758436138
"anquiro",4,0.138652505624092
"ansa",1,0.0346631264060231
"anser",1,0.0346631264060231
"Anser",1,0.0346631264060231
"ante",140,4.85283769684323
"ante2",196,6.79397277558052
"antea",77,2.66906073326378
"antecapio",3,0.103989379218069
"antecedo",16,0.554610022496369
"antecello",6,0.207978758436138
"anteeo",4,0.138652505624092
"antefero",3,0.103989379218069
"antehac",4,0.138652505624092
"antelucanus",2,0.0693262528120461
"antemna",6,0.207978758436138
"Antenor",2,0.0693262528120461
"antepono",22,0.762588780932507
"antequam",43,1.49051443545899
"antestor",1,0.0346631264060231
"anteuerto",2,0.0693262528120461
"Antheus",2,0.0693262528120461
"antias",1,0.0346631264060231
"antias2",1,0.0346631264060231
"anticipo",1,0.0346631264060231
"antidotum",2,0.0693262528120461
"Antigonus",1,0.0346631264060231
"Antilibanus",1,0.0346631264060231
"Antiochia",1,0.0346631264060231
"Antiochus",12,0.415957516872277
"Antipho",1,0.0346631264060231
"antipodes",1,0.0346631264060231
"antiqui",6,0.207978758436138
"antiquitas",5,0.173315632030115
"antiquitus",6,0.207978758436138
"antiquo",2,0.0693262528120461
"antiquus",52,1.8024825731132
"antistes",2,0.0693262528120461
"antistita",1,0.0346631264060231
"antistius",1,0.0346631264060231
"Antium",15,0.519946896090346
"antius",1,0.0346631264060231
"antonianus",1,0.0346631264060231
"Antonius",194,6.72464652276847
"antrum",6,0.207978758436138
"anulus",11,0.381294390466254
"anus",5,0.173315632030115
"anxius",9,0.311968137654208
"Anxur",1,0.0346631264060231
"aonius",1,0.0346631264060231
"Apamea",2,0.0693262528120461
"apamensis",1,0.0346631264060231
"Apella",2,0.0693262528120461
"Apelles",1,0.0346631264060231
"apello",1,0.0346631264060231
"Apenas",1,0.0346631264060231
"Apenninus",4,0.138652505624092
"aper",10,0.346631264060231
"aperio",32,1.10922004499274
"aperte",30,1.03989379218069
"apertum",3,0.103989379218069
"apertus",35,1.21320942421081
"apex",2,0.0693262528120461
"aphractum",3,0.103989379218069
"apicius",2,0.0693262528120461
"Apidanus",1,0.0346631264060231
"apis",6,0.207978758436138
"apium",1,0.0346631264060231
"apollinaris",3,0.103989379218069
"apollineus",1,0.0346631264060231
"Apollo",20,0.693262528120461
"Apollodorus",1,0.0346631264060231
"Apollonia",2,0.0693262528120461
"apollonidensis",1,0.0346631264060231
"Apollonius",2,0.0693262528120461
"aponius",1,0.0346631264060231
"apostolus",1,0.0346631264060231
"apotheca",1,0.0346631264060231
"apparatus",13,0.4506206432783
"appareo",44,1.52517756186501
"apparo",4,0.138652505624092
"appellatio",1,0.0346631264060231
"appello",119,4.12491204231674
"appello2",6,0.207978758436138
"appendo",1,0.0346631264060231
"appetitio",2,0.0693262528120461
"appeto",31,1.07455691858671
"Appia",1,0.0346631264060231
"appingo",1,0.0346631264060231
"appius",10,0.346631264060231
"Appius",33,1.14388317139876
"applicatio",1,0.0346631264060231
"applico",8,0.277305011248185
"appono",10,0.346631264060231
"apporto",2,0.0693262528120461
"apprehendo",4,0.138652505624092
"approbo",12,0.415957516872277
"appropero",3,0.103989379218069
"appropinquatio",1,0.0346631264060231
"appropinquo",15,0.519946896090346
"appuleius",1,0.0346631264060231
"Appuleius",4,0.138652505624092
"apricatio",1,0.0346631264060231
"apricus",4,0.138652505624092
"aprilis",3,0.103989379218069
"apte",7,0.242641884842161
"apto",8,0.277305011248185
"aptus",17,0.589273148902392
"apud",284,9.84432789931055
"Apulia",11,0.381294390466254
"apulus",1,0.0346631264060231
"aqua",57,1.97579820514331
"Aquae",1,0.0346631264060231
"Aquarius",1,0.0346631264060231
"aquatio",1,0.0346631264060231
"aquila",18,0.623936275308415
"Aquila",2,0.0693262528120461
"Aquileia",1,0.0346631264060231
"Aquilius",2,0.0693262528120461
"aquilo",3,0.103989379218069
"Aquilo",4,0.138652505624092
"Aquinum",3,0.103989379218069
"Aquinus",1,0.0346631264060231
"aquitani",3,0.103989379218069
"Aquitania",7,0.242641884842161
"aquitanus",1,0.0346631264060231
"ara",41,1.42118818264695
"Ara",1,0.0346631264060231
"Arabarches",1,0.0346631264060231
"Arabes",4,0.138652505624092
"araneus",2,0.0693262528120461
"araneus2",1,0.0346631264060231
"Arar",1,0.0346631264060231
"Araris",4,0.138652505624092
"arator",4,0.138652505624092
"aratrum",3,0.103989379218069
"Araxes",1,0.0346631264060231
"arbiter",7,0.242641884842161
"arbitratus",4,0.138652505624092
"arbitrium",25,0.866578160150577
"arbitror",186,6.44734151152029
"arbor",38,1.31719880342888
"arboreus",2,0.0693262528120461
"arbuscula",2,0.0693262528120461
"arbustum",3,0.103989379218069
"arbutus",2,0.0693262528120461
"arca",7,0.242641884842161
"Arcades",1,0.0346631264060231
"Arcadia",1,0.0346631264060231
"arcadius",2,0.0693262528120461
"arcanum",6,0.207978758436138
"Arcanum",3,0.103989379218069
"arcanus",1,0.0346631264060231
"Arcas",1,0.0346631264060231
"arceo",7,0.242641884842161
"arcesso",45,1.55984068827104
"Archagathus",8,0.277305011248185
"Archias",6,0.207978758436138
"Archidamus",1,0.0346631264060231
"archilochius",2,0.0693262528120461
"archisynagogus",4,0.138652505624092
"architectus",2,0.0693262528120461
"Archonidas",1,0.0346631264060231
"Archytas",4,0.138652505624092
"arcitenens",1,0.0346631264060231
"arcte",2,0.0693262528120461
"arctos",2,0.0693262528120461
"arctous",1,0.0346631264060231
"Arcturus",1,0.0346631264060231
"arcula",1,0.0346631264060231
"arcus",14,0.485283769684323
